pkid,solverid,success,incnstr,arg,iter
0,0,22.48046875,85.390625,15.269074029817235,28.44
0,1,51.12031175934069,100.0,0.3725678566199776,20.67
1,0,7.025390625,32.3310546875,16.344043531488015,30.14
1,1,22.49325757035105,100.0,0.6041600147144225,20.48
