pkid,method,layers,depth,culled_depth
0,ChocoSolver,1,103,45
0,ChocoSolver,1,103,45
0,ChocoSolver,1,103,45
0,ChocoSolver,1,103,45
0,ChocoSolver,1,103,45
0,ChocoSolver,1,103,45
0,ChocoSolver,1,103,45
0,ChocoSolver,1,103,45
0,ChocoSolver,1,103,45
0,ChocoSolver,1,103,45
0,ChocoSolver,1,103,45
0,ChocoSolver,1,103,45
0,ChocoSolver,1,103,45
0,ChocoSolver,1,103,45
0,ChocoSolver,1,103,45
0,ChocoSolver,1,103,45
0,ChocoSolver,1,103,45
0,ChocoSolver,1,103,45
0,ChocoSolver,1,103,45
0,ChocoSolver,1,103,45
0,ChocoSolver,1,103,45
0,ChocoSolver,1,103,45
0,ChocoSolver,1,103,45
0,ChocoSolver,1,103,45
0,ChocoSolver,1,103,45
0,ChocoSolver,1,103,45
0,ChocoSolver,1,103,45
0,ChocoSolver,1,103,45
0,ChocoSolver,1,103,45
0,ChocoSolver,1,103,45
0,ChocoSolver,1,103,45
0,ChocoSolver,1,103,45
0,ChocoSolver,1,103,45
0,ChocoSolver,1,103,45
0,ChocoSolver,1,103,45
0,ChocoSolver,1,103,45
0,ChocoSolver,1,103,45
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
1,ChocoSolver,1,698,344
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
2,ChocoSolver,1,1332,672
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
3,ChocoSolver,1,1966,1000
4,ChocoSolver,1,377,171
4,ChocoSolver,1,377,171
4,ChocoSolver,1,378,172
4,ChocoSolver,1,377,171
4,ChocoSolver,1,377,171
4,ChocoSolver,1,378,172
4,ChocoSolver,1,377,171
4,ChocoSolver,1,377,171
4,ChocoSolver,1,378,172
4,ChocoSolver,1,377,171
4,ChocoSolver,1,377,171
4,ChocoSolver,1,378,172
4,ChocoSolver,1,377,171
4,ChocoSolver,1,377,171
4,ChocoSolver,1,378,172
4,ChocoSolver,1,377,171
4,ChocoSolver,1,377,171
4,ChocoSolver,1,378,172
4,ChocoSolver,1,377,171
4,ChocoSolver,1,377,171
4,ChocoSolver,1,378,172
4,ChocoSolver,1,377,171
4,ChocoSolver,1,377,171
4,ChocoSolver,1,378,172
4,ChocoSolver,1,377,171
4,ChocoSolver,1,377,171
4,ChocoSolver,1,378,172
4,ChocoSolver,1,377,171
4,ChocoSolver,1,377,171
4,ChocoSolver,1,378,172
4,ChocoSolver,1,377,171
4,ChocoSolver,1,377,171
4,ChocoSolver,1,378,172
4,ChocoSolver,1,377,171
4,ChocoSolver,1,377,171
4,ChocoSolver,1,378,172
4,ChocoSolver,1,377,171
4,ChocoSolver,1,377,171
4,ChocoSolver,1,378,172
4,ChocoSolver,1,377,171
4,ChocoSolver,1,377,171
4,ChocoSolver,1,378,172
4,ChocoSolver,1,377,171
4,ChocoSolver,1,377,171
4,ChocoSolver,1,378,172
4,ChocoSolver,1,377,171
4,ChocoSolver,1,377,171
4,ChocoSolver,1,378,172
4,ChocoSolver,1,377,171
4,ChocoSolver,1,377,171
4,ChocoSolver,1,378,172
4,ChocoSolver,1,377,171
4,ChocoSolver,1,377,171
4,ChocoSolver,1,378,172
4,ChocoSolver,1,377,171
4,ChocoSolver,1,377,171
4,ChocoSolver,1,378,172
4,ChocoSolver,1,377,171
4,ChocoSolver,1,377,171
4,ChocoSolver,1,378,172
4,ChocoSolver,1,377,171
4,ChocoSolver,1,377,171
4,ChocoSolver,1,378,172
4,ChocoSolver,1,377,171
4,ChocoSolver,1,377,171
4,ChocoSolver,1,378,172
4,ChocoSolver,1,377,171
4,ChocoSolver,1,377,171
4,ChocoSolver,1,378,172
4,ChocoSolver,1,377,171
4,ChocoSolver,1,377,171
4,ChocoSolver,1,378,172
4,ChocoSolver,1,377,171
4,ChocoSolver,1,377,171
4,ChocoSolver,1,378,172
4,ChocoSolver,1,377,171
4,ChocoSolver,1,377,171
4,ChocoSolver,1,378,172
4,ChocoSolver,1,377,171
4,ChocoSolver,1,377,171
4,ChocoSolver,1,378,172
4,ChocoSolver,1,377,171
4,ChocoSolver,1,377,171
4,ChocoSolver,1,378,172
4,ChocoSolver,1,377,171
4,ChocoSolver,1,377,171
4,ChocoSolver,1,378,172
4,ChocoSolver,1,377,171
4,ChocoSolver,1,377,171
4,ChocoSolver,1,378,172
4,ChocoSolver,1,377,171
4,ChocoSolver,1,377,171
4,ChocoSolver,1,378,172
4,ChocoSolver,1,377,171
4,ChocoSolver,1,377,171
4,ChocoSolver,1,378,172
4,ChocoSolver,1,377,171
4,ChocoSolver,1,377,171
4,ChocoSolver,1,378,172
4,ChocoSolver,1,377,171
5,ChocoSolver,1,1105,575
5,ChocoSolver,1,1107,577
5,ChocoSolver,1,820,406
5,ChocoSolver,1,1105,575
5,ChocoSolver,1,1107,577
5,ChocoSolver,1,820,406
5,ChocoSolver,1,1105,575
5,ChocoSolver,1,1107,577
5,ChocoSolver,1,820,406
5,ChocoSolver,1,1105,575
5,ChocoSolver,1,1107,577
5,ChocoSolver,1,820,406
5,ChocoSolver,1,1105,575
5,ChocoSolver,1,1107,577
5,ChocoSolver,1,820,406
5,ChocoSolver,1,1105,575
5,ChocoSolver,1,1107,577
5,ChocoSolver,1,820,406
5,ChocoSolver,1,1105,575
5,ChocoSolver,1,1107,577
5,ChocoSolver,1,820,406
5,ChocoSolver,1,1105,575
5,ChocoSolver,1,1107,577
5,ChocoSolver,1,820,406
5,ChocoSolver,1,1105,575
5,ChocoSolver,1,1107,577
5,ChocoSolver,1,820,406
5,ChocoSolver,1,1105,575
5,ChocoSolver,1,1107,577
5,ChocoSolver,1,820,406
5,ChocoSolver,1,1105,575
5,ChocoSolver,1,1107,577
5,ChocoSolver,1,820,406
5,ChocoSolver,1,1105,575
5,ChocoSolver,1,1107,577
5,ChocoSolver,1,820,406
5,ChocoSolver,1,1105,575
5,ChocoSolver,1,1107,577
5,ChocoSolver,1,820,406
5,ChocoSolver,1,1105,575
5,ChocoSolver,1,1107,577
5,ChocoSolver,1,820,406
5,ChocoSolver,1,1105,575
5,ChocoSolver,1,1107,577
5,ChocoSolver,1,820,406
5,ChocoSolver,1,1105,575
5,ChocoSolver,1,1107,577
5,ChocoSolver,1,820,406
5,ChocoSolver,1,1105,575
5,ChocoSolver,1,1107,577
5,ChocoSolver,1,820,406
5,ChocoSolver,1,1105,575
5,ChocoSolver,1,1107,577
5,ChocoSolver,1,820,406
5,ChocoSolver,1,1105,575
5,ChocoSolver,1,1107,577
5,ChocoSolver,1,820,406
5,ChocoSolver,1,1105,575
5,ChocoSolver,1,1107,577
5,ChocoSolver,1,820,406
5,ChocoSolver,1,1105,575
5,ChocoSolver,1,1107,577
5,ChocoSolver,1,820,406
5,ChocoSolver,1,1105,575
5,ChocoSolver,1,1107,577
5,ChocoSolver,1,820,406
5,ChocoSolver,1,1105,575
5,ChocoSolver,1,1107,577
5,ChocoSolver,1,820,406
5,ChocoSolver,1,1105,575
5,ChocoSolver,1,1107,577
5,ChocoSolver,1,820,406
5,ChocoSolver,1,1105,575
5,ChocoSolver,1,1107,577
5,ChocoSolver,1,820,406
5,ChocoSolver,1,1105,575
5,ChocoSolver,1,1107,577
5,ChocoSolver,1,820,406
5,ChocoSolver,1,1105,575
5,ChocoSolver,1,1107,577
5,ChocoSolver,1,820,406
5,ChocoSolver,1,1105,575
5,ChocoSolver,1,1107,577
5,ChocoSolver,1,820,406
5,ChocoSolver,1,1105,575
5,ChocoSolver,1,1107,577
5,ChocoSolver,1,820,406
5,ChocoSolver,1,1105,575
5,ChocoSolver,1,1107,577
5,ChocoSolver,1,820,406
5,ChocoSolver,1,1105,575
5,ChocoSolver,1,1107,577
5,ChocoSolver,1,820,406
5,ChocoSolver,1,1105,575
5,ChocoSolver,1,1107,577
5,ChocoSolver,1,820,406
5,ChocoSolver,1,1105,575
5,ChocoSolver,1,1107,577
5,ChocoSolver,1,820,406
5,ChocoSolver,1,1105,575
6,ChocoSolver,1,1733,917
6,ChocoSolver,1,1733,917
6,ChocoSolver,1,1735,919
6,ChocoSolver,1,1735,919
6,ChocoSolver,1,1141,523
6,ChocoSolver,1,1737,919
6,ChocoSolver,1,1308,666
6,ChocoSolver,1,1145,525
6,ChocoSolver,1,1739,921
6,ChocoSolver,1,1152,532
6,ChocoSolver,1,1308,666
6,ChocoSolver,1,1312,668
6,ChocoSolver,1,1737,919
6,ChocoSolver,1,1739,921
6,ChocoSolver,1,1312,668
6,ChocoSolver,1,1733,917
6,ChocoSolver,1,1733,917
6,ChocoSolver,1,1735,919
6,ChocoSolver,1,1735,919
6,ChocoSolver,1,1141,523
6,ChocoSolver,1,1737,919
6,ChocoSolver,1,1308,666
6,ChocoSolver,1,1145,525
6,ChocoSolver,1,1739,921
6,ChocoSolver,1,1152,532
6,ChocoSolver,1,1308,666
6,ChocoSolver,1,1312,668
6,ChocoSolver,1,1737,919
6,ChocoSolver,1,1739,921
6,ChocoSolver,1,1312,668
6,ChocoSolver,1,1733,917
6,ChocoSolver,1,1733,917
6,ChocoSolver,1,1735,919
6,ChocoSolver,1,1735,919
6,ChocoSolver,1,1141,523
6,ChocoSolver,1,1737,919
6,ChocoSolver,1,1308,666
6,ChocoSolver,1,1145,525
6,ChocoSolver,1,1739,921
6,ChocoSolver,1,1152,532
6,ChocoSolver,1,1308,666
6,ChocoSolver,1,1312,668
6,ChocoSolver,1,1737,919
6,ChocoSolver,1,1739,921
6,ChocoSolver,1,1312,668
6,ChocoSolver,1,1733,917
6,ChocoSolver,1,1733,917
6,ChocoSolver,1,1735,919
6,ChocoSolver,1,1735,919
6,ChocoSolver,1,1141,523
6,ChocoSolver,1,1737,919
6,ChocoSolver,1,1308,666
6,ChocoSolver,1,1145,525
6,ChocoSolver,1,1739,921
6,ChocoSolver,1,1152,532
6,ChocoSolver,1,1308,666
6,ChocoSolver,1,1312,668
6,ChocoSolver,1,1737,919
6,ChocoSolver,1,1739,921
6,ChocoSolver,1,1312,668
6,ChocoSolver,1,1733,917
6,ChocoSolver,1,1733,917
6,ChocoSolver,1,1735,919
6,ChocoSolver,1,1735,919
6,ChocoSolver,1,1141,523
6,ChocoSolver,1,1737,919
6,ChocoSolver,1,1308,666
6,ChocoSolver,1,1145,525
6,ChocoSolver,1,1739,921
6,ChocoSolver,1,1152,532
6,ChocoSolver,1,1308,666
6,ChocoSolver,1,1312,668
6,ChocoSolver,1,1737,919
6,ChocoSolver,1,1739,921
6,ChocoSolver,1,1312,668
6,ChocoSolver,1,1733,917
6,ChocoSolver,1,1733,917
6,ChocoSolver,1,1735,919
6,ChocoSolver,1,1735,919
6,ChocoSolver,1,1141,523
6,ChocoSolver,1,1737,919
6,ChocoSolver,1,1308,666
6,ChocoSolver,1,1145,525
6,ChocoSolver,1,1739,921
6,ChocoSolver,1,1152,532
6,ChocoSolver,1,1308,666
6,ChocoSolver,1,1312,668
6,ChocoSolver,1,1737,919
6,ChocoSolver,1,1739,921
6,ChocoSolver,1,1312,668
6,ChocoSolver,1,1733,917
6,ChocoSolver,1,1733,917
6,ChocoSolver,1,1735,919
6,ChocoSolver,1,1735,919
6,ChocoSolver,1,1141,523
6,ChocoSolver,1,1737,919
6,ChocoSolver,1,1308,666
6,ChocoSolver,1,1145,525
6,ChocoSolver,1,1739,921
6,ChocoSolver,1,1152,532
7,ChocoSolver,1,2011,1049
7,ChocoSolver,1,1094,587
7,ChocoSolver,1,2435,1302
7,ChocoSolver,1,2437,1304
7,ChocoSolver,1,2440,1301
7,ChocoSolver,1,1094,587
7,ChocoSolver,1,1992,1031
7,ChocoSolver,1,2018,1050
7,ChocoSolver,1,2445,1306
7,ChocoSolver,1,1991,1033
7,ChocoSolver,1,2442,1303
7,ChocoSolver,1,1990,1029
7,ChocoSolver,1,1098,589
7,ChocoSolver,1,2445,1306
7,ChocoSolver,1,2020,1052
7,ChocoSolver,1,1988,1030
7,ChocoSolver,1,2005,1040
7,ChocoSolver,1,2006,1041
7,ChocoSolver,1,1579,788
7,ChocoSolver,1,1098,589
7,ChocoSolver,1,2011,1049
7,ChocoSolver,1,1094,587
7,ChocoSolver,1,2435,1302
7,ChocoSolver,1,2437,1304
7,ChocoSolver,1,2440,1301
7,ChocoSolver,1,1094,587
7,ChocoSolver,1,1992,1031
7,ChocoSolver,1,2018,1050
7,ChocoSolver,1,2445,1306
7,ChocoSolver,1,1991,1033
7,ChocoSolver,1,2442,1303
7,ChocoSolver,1,1990,1029
7,ChocoSolver,1,1098,589
7,ChocoSolver,1,2445,1306
7,ChocoSolver,1,2020,1052
7,ChocoSolver,1,1988,1030
7,ChocoSolver,1,2005,1040
7,ChocoSolver,1,2006,1041
7,ChocoSolver,1,1579,788
7,ChocoSolver,1,1098,589
7,ChocoSolver,1,2011,1049
7,ChocoSolver,1,1094,587
7,ChocoSolver,1,2435,1302
7,ChocoSolver,1,2437,1304
7,ChocoSolver,1,2440,1301
7,ChocoSolver,1,1094,587
7,ChocoSolver,1,1992,1031
7,ChocoSolver,1,2018,1050
7,ChocoSolver,1,2445,1306
7,ChocoSolver,1,1991,1033
7,ChocoSolver,1,2442,1303
7,ChocoSolver,1,1990,1029
7,ChocoSolver,1,1098,589
7,ChocoSolver,1,2445,1306
7,ChocoSolver,1,2020,1052
7,ChocoSolver,1,1988,1030
7,ChocoSolver,1,2005,1040
7,ChocoSolver,1,2006,1041
7,ChocoSolver,1,1579,788
7,ChocoSolver,1,1098,589
7,ChocoSolver,1,2011,1049
7,ChocoSolver,1,1094,587
7,ChocoSolver,1,2435,1302
7,ChocoSolver,1,2437,1304
7,ChocoSolver,1,2440,1301
7,ChocoSolver,1,1094,587
7,ChocoSolver,1,1992,1031
7,ChocoSolver,1,2018,1050
7,ChocoSolver,1,2445,1306
7,ChocoSolver,1,1991,1033
7,ChocoSolver,1,2442,1303
7,ChocoSolver,1,1990,1029
7,ChocoSolver,1,1098,589
7,ChocoSolver,1,2445,1306
7,ChocoSolver,1,2020,1052
7,ChocoSolver,1,1988,1030
7,ChocoSolver,1,2005,1040
7,ChocoSolver,1,2006,1041
7,ChocoSolver,1,1579,788
7,ChocoSolver,1,1098,589
7,ChocoSolver,1,2011,1049
7,ChocoSolver,1,1094,587
7,ChocoSolver,1,2435,1302
7,ChocoSolver,1,2437,1304
7,ChocoSolver,1,2440,1301
7,ChocoSolver,1,1094,587
7,ChocoSolver,1,1992,1031
7,ChocoSolver,1,2018,1050
7,ChocoSolver,1,2445,1306
7,ChocoSolver,1,1991,1033
7,ChocoSolver,1,2442,1303
7,ChocoSolver,1,1990,1029
7,ChocoSolver,1,1098,589
7,ChocoSolver,1,2445,1306
7,ChocoSolver,1,2020,1052
7,ChocoSolver,1,1988,1030
7,ChocoSolver,1,2005,1040
7,ChocoSolver,1,2006,1041
7,ChocoSolver,1,1579,788
7,ChocoSolver,1,1098,589
8,ChocoSolver,1,265,117
8,ChocoSolver,1,265,117
8,ChocoSolver,1,264,116
8,ChocoSolver,1,269,119
8,ChocoSolver,1,269,119
8,ChocoSolver,1,267,118
8,ChocoSolver,1,267,118
8,ChocoSolver,1,265,117
8,ChocoSolver,1,265,117
8,ChocoSolver,1,268,118
8,ChocoSolver,1,265,117
8,ChocoSolver,1,269,119
8,ChocoSolver,1,265,117
8,ChocoSolver,1,265,117
8,ChocoSolver,1,264,116
8,ChocoSolver,1,267,118
8,ChocoSolver,1,268,118
8,ChocoSolver,1,268,118
8,ChocoSolver,1,265,117
8,ChocoSolver,1,268,118
8,ChocoSolver,1,268,118
